freq,indic_il,unit,isced11,sex,age,geo\TIME_PERIOD	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,MEI_E,PPS,ED0-2,T,Y_GE18,NO	16178 	16209 	16616 	18762 	18941 	21253 	21840 	20924 	21537 	22674 	24263 	25208 	25785 	24806 	23892 	23503 	24184 	25624 	25020 b	26008 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE18,PL	: 	: 	4417 	4647 	5051 	5954 	6305 	6420 	7123 	7451 	7866 	8062 	8320 	9001 	9183 	9404 	10060 	10768 	11463 	12704 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE18,PT	: 	8775 	9043 	9462 	9953 	10475 	10119 	10313 	10266 	10642 	10306 	10045 	9977 	10577 	10523 	10463 	11267 	11793 	11664 	11808 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE18,RO	: 	: 	: 	: 	2292 	2565 	2870 	2983 	3025 	3060 	3207 	3231 	3844 	4122 	4119 	4736 	5295 	5521 	6053 	7508 	8044 
A,MEI_E,PPS,ED0-2,T,Y_GE18,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4140 	3856 	3958 	4336 	4302 	4165 	4891 	5363 	5627 	6102 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE18,SE	: 	12789 	13845 	14854 	15513 	15775 b	16158 	15940 	16198 	17047 	17596 	17698 	17721 	18145 	18049 	17901 	16986 	17547 	17584 	17752 	19379 
A,MEI_E,PPS,ED0-2,T,Y_GE18,SI	: 	: 	9908 	10453 	10991 	11631 	12246 	11035 	11518 	11766 	11515 	11820 	12310 	12367 	12659 	12934 	13649 	13844 	14340 	15397 	16206 
A,MEI_E,PPS,ED0-2,T,Y_GE18,SK	: 	: 	3525 	4056 	4751 	5718 	6803 	7186 	7964 	8375 	8417 	8503 	8612 	8804 	7810 	7969 	8240 	7846 	7516 	7935 	8709 
A,MEI_E,PPS,ED0-2,T,Y_GE18,TR	: 	: 	: 	4538 	5046 	5199 	5529 	5319 	5939 	6316 	6400 	6107 	6420 	7290 	7447 	7427 	7657 	7453 	6900 	: 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE18,UK	: 	: 	14618 	15211 	15522 	15580 	14962 	14118 	13729 	14789 b	14702 	16288 	16862 	16488 	16199 b	16666 	: 	: 	: 	: 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE18,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4309 	: 	: 	: 	: 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3832 	4113 	4411 	4408 	4220 	: 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,AT	13424 	15188 	17008 	15319 	15741 	15625 b	16171 	15815 	16954 	17764 	17971 	18823 	19476 	20292 	20401 	20355 	21101 	20385 	21259 	22298 	23993 
A,MEI_E,PPS,ED0-2,T,Y_GE65,BE	12270 	11899 	12408 	12371 	12703 	12926 	13648 	14142 	14089 	14090 	15068 	15440 	15637 	16585 	16213 	16445 	17158 b	16564 	17686 	17989 	19201 
A,MEI_E,PPS,ED0-2,T,Y_GE65,BG	: 	: 	: 	2886 	2905 	3788 	4147 	4499 	4574 	4510 	4736 	5689 	5183 	5477 b	5694 	5525 	6213 	6124 	7385 	7199 	8778 
A,MEI_E,PPS,ED0-2,T,Y_GE65,CH	: 	: 	: 	: 	16347 	17394 	15815 	17022 	17106 	17398 	18239 	18919 b	19866 	20687 	20089 	19803 	18131 	18740 	19870 	18699 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,CY	: 	: 	10079 	11252 	12411 	13087 b	13717 	13092 	14091 	14585 	14580 	12965 	12923 	13482 	13919 	14472 	14573 	14607 	14608 	15208 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,CZ	: 	: 	6817 	7325 	7782 	8251 	8392 	8098 	8436 	8847 	9213 	9154 	9439 	10047 	9977 	10148 	10531 	10818 	11121 	11517 	12435 
A,MEI_E,PPS,ED0-2,T,Y_GE65,DE	: 	: 	15539 	14187 	14901 	15846 	15902 	15552 	16503 	16701 	17242 	16457 	17059 	17467 	17712 	17896 	18840 	20716 b	19123 	19047 	19933 
A,MEI_E,PPS,ED0-2,T,Y_GE65,DK	12859 	11527 	11917 	12154 	12645 	13300 	12854 	13749 	14551 b	15331 	15491 	16439 	16959 	17294 	16647 	18970 	19874 	17947 	18277 	19469 	28192 
A,MEI_E,PPS,ED0-2,T,Y_GE65,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16528 	16810 	16976 b	16795 	: 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,EA18	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16571 	16849 	17009 b	: 	: 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16528 	16810 	16976 b	16795 	: 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15499 	15657 	16362 	16357 	16428 	16713 	16885 	16727 	17069 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,EE	: 	3471 	3802 	4311 	4722 	5183 	5921 	6104 	6120 	6222 	6690 	7256 b	7728 	8534 	8366 	8775 	9253 	9619 	10189 	10736 	10422 
A,MEI_E,PPS,ED0-2,T,Y_GE65,EL	9156 	8935 	9575 	9930 	10418 	10963 	11383 	11287 	10174 	9721 	8990 	8470 	8891 	9156 	9031 	9120 	9469 	9813 	9413 	10084 	10328 
A,MEI_E,PPS,ED0-2,T,Y_GE65,ES	: 	10158 	10312 	10883 	11587 	14544 b	15257 	15022 	14657 	14960 	15411 	15076 	15017 	15754 	15464 	15454 	16091 	16323 	16031 	16574 	18154 
A,MEI_E,PPS,ED0-2,T,Y_GE65,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15354 	15658 e	: 	: 	: 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15423 	15724 e	: 	: 	: 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15288 e	15620 e	15843 b	15829 	16304 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15354 	15658 e	: 	: 	: 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,FI	: 	10693 	11299 	11576 	11838 	12621 	13702 	13896 	14382 	15079 	15696 	15902 	16015 	16824 	16626 	16739 	16656 	16721 	16577 	16754 	17932 
A,MEI_E,PPS,ED0-2,T,Y_GE65,FR	: 	13604 	14088 	13868 	15651 	18091 	18216 	18288 	18642 b	19392 	20075 	19483 	20291 	20488 	20322 	20023 	19443 	18153 b	18240 	18462 b	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,HR	: 	: 	: 	: 	: 	: 	: 	6003 	5695 	5809 	6090 	6293 	6439 	6902 	7199 	7285 	7822 	8033 	8139 	8625 	9205 b
A,MEI_E,PPS,ED0-2,T,Y_GE65,HU	: 	: 	5455 	5597 	6034 	6345 	6505 	6406 	6555 	6743 	6847 	7103 	7283 	7472 	7358 	7395 	7917 	7978 	8016 	8754 	8442 
A,MEI_E,PPS,ED0-2,T,Y_GE65,IE	10160 	10755 	11402 	13148 	14076 	14796 	14908 	15219 	15574 	15251 	15855 	15023 	16206 	16013 	15789 	16190 	16727 	16719 b	16709 	16332 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,IS	: 	13564 	15100 	16374 	18108 	19246 	22774 	19481 	17162 	17252 	18158 	18269 	20187 	21204 	22080 	22625 	23505 	: 	: 	: 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,IT	: 	12832 	12733 	13161 	13630 	14351 	14699 	14837 	15388 	15332 	15312 	15551 	15505 	16503 	16641 	16856 	17080 	17423 	17340 	17697 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,LT	: 	: 	3343 	3725 	4442 	5390 	6070 	5866 	5740 	5777 	6381 	6252 	6641 	7615 	7269 	7911 	8992 	9258 	10141 	9763 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,LU	26437 	26516 	28241 	26234 	27167 	26996 	27602 	27408 	27549 	27964 	29526 	29409 	30068 	31380 b	31625 	31749 	33454 	33508 b	36044 b	32568 b	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,LV	: 	: 	3257 	3451 	4467 	5047 	5244 	5083 	5532 	5439 	5641 	5812 	6144 	6557 	6203 	6784 	6830 	7431 	7943 	8312 	8889 
A,MEI_E,PPS,ED0-2,T,Y_GE65,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5509 	5423 	5564 	5940 	6150 	6358 	6379 	6585 	5997 	6593 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	3979 	4128 	4292 	4692 	5011 	5234 	5485 	5539 	6012 	: 	: 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,MT	: 	: 	10379 	10961 	10756 	11067 	12161 	12498 	12660 	13464 	13822 	13619 	14103 	14099 	14420 	14398 	14900 	15561 	15453 	16923 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,NL	: 	: 	15383 	14913 	15344 	16453 	17463 	17010 	16440 	17141 	17198 	16636 	17130 	17733 b	17495 	17598 	18002 	17991 	18528 	19396 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,NO	13282 	13652 	14031 	14590 	16037 	17907 	18316 	17809 	19027 	20623 	21700 	22320 	23485 	22160 	21837 	21852 	21837 	23605 	23122 b	25999 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,PL	: 	: 	4958 	5137 	5473 	6221 	6421 	6685 	7349 	7723 	8351 	8589 	8848 	9369 	9246 	9468 	9991 	10617 	11427 	12719 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,PT	: 	9080 	9377 	9984 	10454 	10902 	10876 	10482 	10796 	12098 	11412 	10479 	10413 	11065 	11023 	10859 	11720 	12284 	12236 	12501 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,RO	: 	: 	: 	: 	2258 	2595 	3070 	3253 	3464 	3521 	3754 	3835 	4037 	4345 	4523 	5149 	5802 	6056 	6579 	8595 	9244 
A,MEI_E,PPS,ED0-2,T,Y_GE65,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4696 	4258 	4469 	4677 	4730 	4676 	5236 	5542 	6112 	6326 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,SE	: 	11153 	12055 	13341 	13657 	13713 b	14204 	14093 	14485 	15317 	16214 	16836 	16587 	16944 	17614 	17061 	16517 	17041 	17433 	16944 	19518 
A,MEI_E,PPS,ED0-2,T,Y_GE65,SI	: 	: 	9185 	9583 	9843 	10337 	10934 	9860 	10092 	10640 	10246 	10934 	11342 	11418 	11624 	11883 	12538 	12780 	13296 	13987 	14717 
A,MEI_E,PPS,ED0-2,T,Y_GE65,SK	: 	: 	3350 	3897 	4668 	5455 	6621 	7177 	8241 	8482 	8848 	9147 	9168 	9627 	8573 	8889 	9111 	8690 	8532 	9400 	10280 
A,MEI_E,PPS,ED0-2,T,Y_GE65,TR	: 	: 	: 	6171 	6986 	6540 	7279 	6874 	7714 	7557 	7862 	6482 	6673 	7610 	7665 	7727 	8294 	8000 	7978 	: 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,UK	: 	: 	13522 	14022 	14382 	14699 	13990 	13309 	13349 	14584 b	14384 	15357 	16110 	15400 	16044 b	16030 	: 	: 	: 	: 	: 
A,MEI_E,PPS,ED0-2,T,Y_GE65,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5089 	: 	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4692 	4987 	5275 	5480 	5241 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,AT	17490 	18889 	19960 	20114 	20403 	22014 b	22709 	22811 	23543 	23793 	23919 	24915 	24329 	25081 	25875 	25486 	26939 	26109 	26967 	28416 	31803 
A,MEI_E,PPS,ED3_4,F,Y18-64,BE	16811 	15494 	16843 	17154 	17004 	18555 	19087 	18727 	18942 	19159 	20622 	19980 	20256 	21599 	21137 	21413 	21925 b	22544 	22756 	24279 	25334 
A,MEI_E,PPS,ED3_4,F,Y18-64,BG	: 	: 	: 	3901 	4257 	6409 	7158 	7269 	7200 	6803 	7373 	8171 	8491 	8486 b	9792 	9151 	10721 	10920 	11480 	11899 	13444 
A,MEI_E,PPS,ED3_4,F,Y18-64,CH	: 	: 	: 	: 	24822 	25549 	26812 	25458 	26198 	27454 	29117 	29841 b	30014 	31329 	29813 	29809 	30215 	28780 	29267 	29781 	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,CY	: 	: 	17195 	19260 	21752 	21634 b	21388 	21191 	21953 	23001 	20978 	20125 	17840 	17959 	18383 	18525 	20091 	19758 	19509 	20540 	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,CZ	: 	: 	9027 	9616 	10319 	11133 	11626 	10944 	11188 	11421 	12131 	12301 	13016 	13863 	14124 	14761 	15625 	15988 	15794 	17246 	17863 
A,MEI_E,PPS,ED3_4,F,Y18-64,DE	: 	: 	18238 	18558 	19390 	20740 	19864 	19589 	20671 	21144 	21491 	21078 	22202 	22635 	22813 	23027 	24426 	27637 b	26982 	26477 	27450 
A,MEI_E,PPS,ED3_4,F,Y18-64,DK	17088 	16767 	17288 	17503 	18734 	18962 	18731 	19510 	20468 b	20745 	21101 	20971 	22056 	22576 	22512 	22762 	23255 	23959 	25514 	26034 	24327 
A,MEI_E,PPS,ED3_4,F,Y18-64,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20334 	21192 	21936 b	21758 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,EA18	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20422 	21278 	22022 b	: 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20334 	21192 	21936 b	21758 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18875 	19332 	20084 	20113 	20189 	21048 	21776 	21552 	21982 	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,EE	: 	4944 	5426 	6365 	7308 	8147 	8650 	7690 	7664 	8115 	9141 	10109 b	11688 	12868 	12802 	13603 	14356 	14645 	14963 	17938 	15609 
A,MEI_E,PPS,ED3_4,F,Y18-64,EL	13087 	12404 	13258 	13783 	13789 	14428 	14351 	14152 	12582 	9930 	9176 	9250 	9671 	9951 	9858 	9956 	10488 	10867 	10456 	11595 	12320 
A,MEI_E,PPS,ED3_4,F,Y18-64,ES	: 	13775 	13854 	14518 	15173 	18123 b	17798 	17324 	16939 	16267 	16277 	16086 	16120 	17328 	17172 	17025 	17251 	17135 	16890 	17842 	19574 
A,MEI_E,PPS,ED3_4,F,Y18-64,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18189 	19018 e	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18272 	19095 e	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18144 e	18995 e	19593 b	19591 	20141 	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18189 	19018 e	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,FI	: 	14060 	14783 	15398 	15844 	17326 	18027 	17654 	18452 	19238 	20033 	19440 	19881 	20313 	20553 	21131 	21657 	21207 	20756 	20979 	22280 
A,MEI_E,PPS,ED3_4,F,Y18-64,FR	: 	15513 	16195 	16969 	16491 	20151 	20402 	20447 	20175 b	20673 	21301 	20829 	21681 	22224 	22021 	21203 	22026 	20180 b	20844 	21718 b	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,HR	: 	: 	: 	: 	: 	: 	: 	9200 	8561 	8408 	8699 	8738 	9231 	9962 	10423 	10888 	12076 	11992 	12355 	13374 	14368 b
A,MEI_E,PPS,ED3_4,F,Y18-64,HU	: 	: 	6607 	7491 	7248 	7173 	7397 	7273 	7864 	8278 	7943 	8305 	8562 	8851 	9007 	9773 	10284 	10209 	10724 	10878 	11794 
A,MEI_E,PPS,ED3_4,F,Y18-64,IE	16432 	16981 	17749 	18874 	20907 	20306 	20081 	19046 	18040 	17754 	17687 	16980 	18031 	18728 	18797 	21507 	21315 	20243 b	21362 	21162 	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,IS	: 	17752 	18586 	20044 	23297 	24441 	24143 	19706 	18827 	19766 	21609 	21731 	22884 	24837 	24293 	25010 	24890 	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,IT	: 	16855 	17212 	17126 	17886 	18566 	18959 	18586 	18764 	18485 	17888 	17536 	17529 	18704 	18897 	19320 	19627 	19965 	19397 	20528 	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,LT	: 	: 	4274 	5010 	6326 	7588 	7884 	6409 	6249 	7055 	7856 	8378 	9160 	10390 	10423 	11389 	12505 	12949 	14172 	14278 	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,LU	29115 	30008 	30878 	29579 	30007 	29505 	31094 	29791 	29819 	30472 	33561 	30809 	32634 	31722 b	32241 	32404 	32148 	29632 b	32706 b	33130 b	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,LV	: 	: 	4580 	5299 	6447 	8262 	8060 	6572 	6469 	6570 	7018 	8119 	8622 	9629 	9796 	10192 	11132 	11732 	11630 	12788 	12811 
A,MEI_E,PPS,ED3_4,F,Y18-64,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6363 	6165 	6462 	7026 	7555 	7581 	7538 	7718 	7044 	7942 	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	5028 	4963 	4967 	5430 	5853 	6181 	6335 	6430 	7011 	: 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,MT	: 	: 	16896 	16800 	16953 	18404 	18711 	17340 	17374 	17559 	19206 	19578 	21296 	21746 	22225 	22197 	22612 	23608 	23319 	24769 	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,NL	: 	: 	17791 	18229 	19739 	21571 	21149 	20365 	20056 	20146 	20377 	19982 	20390 	22414 b	22303 	22774 	23183 	24046 	25392 	25857 	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,NO	20667 	20238 	21014 	25461 	22484 	24850 	25706 	25371 	26449 	27143 	28387 	28858 	29808 	29221 	28036 	27684 	28290 	29209 	28336 b	29967 	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,PL	: 	: 	5484 	5701 	6261 	7508 	8105 	8223 	9002 	9254 	9717 	10009 	10319 	11019 	11354 	11672 	12544 	13319 	13715 	14789 	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,PT	: 	12651 	13298 	13641 	13384 	13378 	12933 	12799 	12519 	12552 	12319 	12469 	12605 	12972 	12732 	12469 	13049 	13585 	13339 	13513 	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,RO	: 	: 	: 	: 	3722 	3972 	4419 	4409 	4366 	4515 	4689 	4699 	5665 	5449 	6055 	7418 	8494 	8952 	9967 	11028 	12030 
A,MEI_E,PPS,ED3_4,F,Y18-64,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5521 	5127 	5440 	5593 	5700 	5627 	6650 	7306 	7367 	8154 	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,SE	: 	15142 	16012 	16313 	17444 	19261 b	20123 	19071 	19547 	20542 	21538 	21454 	22495 	23670 	24254 	23482 	23341 	22653 	24105 	23144 	25369 
A,MEI_E,PPS,ED3_4,F,Y18-64,SI	: 	: 	13063 	13541 	13821 	14508 	15125 	14104 	14506 	14564 	14300 	14217 	15025 	15243 	15258 	15843 	16929 	17197 	18450 	19288 	20717 
A,MEI_E,PPS,ED3_4,F,Y18-64,SK	: 	: 	4416 	5314 	6256 	7395 	8730 	9425 	9967 	10786 	10321 	10806 	10919 	11297 	10303 	10650 	11405 	10811 	9962 	10342 	11052 
A,MEI_E,PPS,ED3_4,F,Y18-64,TR	: 	: 	: 	7385 	7981 	8618 	8760 	8409 	9000 	9289 	9314 	9277 	9725 	10750 	10999 	10405 	10306 	10129 	9360 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,UK	: 	: 	20904 	20526 	21568 	20945 	19319 	17843 	18035 	17775 b	18155 	19685 	19916 	18993 	19285 b	19328 	: 	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y18-64,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5231 	: 	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4739 	5040 	5296 	5529 	5249 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,AT	17655 	18774 	19954 	20079 	20407 	21724 b	22270 	22701 	23350 	23696 	23649 	24748 	24377 	25132 	25720 	25380 	26530 	25727 	26498 	27850 	31132 
A,MEI_E,PPS,ED3_4,F,Y_GE18,BE	16402 	15260 	16432 	16730 	16625 	18082 	18656 	18405 	18500 	18748 	20289 	19561 	19872 	21117 	20612 	20848 	21427 b	21775 	22012 	23194 	24234 
A,MEI_E,PPS,ED3_4,F,Y_GE18,BG	: 	: 	: 	3811 	4080 	6106 	6852 	7026 	6950 	6555 	7061 	7940 	7990 	7999 b	9077 	8549 	9826 	9912 	10549 	10804 	12383 
A,MEI_E,PPS,ED3_4,F,Y_GE18,CH	: 	: 	: 	: 	24396 	24953 	26194 	24686 	25328 	26321 	27938 	28599 b	29150 	30070 	28882 	28779 	28658 	27450 	27841 	28276 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,CY	: 	: 	17163 	19252 	21709 	21514 b	21451 	21218 	21972 	23028 	21052 	20156 	18119 	18215 	18675 	18893 	20369 	20006 	19790 	20692 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,CZ	: 	: 	8725 	9264 	9932 	10692 	11128 	10551 	10796 	11034 	11684 	11811 	12388 	13124 	13251 	13723 	14441 	14751 	14701 	15815 	16542 
A,MEI_E,PPS,ED3_4,F,Y_GE18,DE	: 	: 	17919 	18116 	18825 	20164 	19395 	19204 	20265 	20718 	20993 	20536 	21545 	21994 	22044 	22521 	23290 	26348 b	25787 	25209 	26002 
A,MEI_E,PPS,ED3_4,F,Y_GE18,DK	16997 	16494 	16926 	17109 	18180 	18419 	18256 	18852 	19840 b	20099 	20390 	21071 	21480 	21634 	21683 	22271 	22531 	22659 	23976 	24149 	23013 
A,MEI_E,PPS,ED3_4,F,Y_GE18,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20475 	21136 	21871 b	21663 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,EA18	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20583 	21239 	21977 b	: 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20475 	21136 	21871 b	21663 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19089 	19547 	20331 	20212 	20338 	20994 	21714 	21469 	21805 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,EE	: 	4755 	5226 	6102 	6894 	7688 	8204 	7426 	7430 	7779 	8620 	9482 b	10773 	11867 	11803 	12524 	13215 	13434 	13606 	15727 	13999 
A,MEI_E,PPS,ED3_4,F,Y_GE18,EL	13238 	12578 	13411 	13889 	13994 	14680 	14579 	14366 	12690 	10177 	9431 	9524 	9972 	10249 	10186 	10245 	10731 	11210 	10808 	11944 	12622 
A,MEI_E,PPS,ED3_4,F,Y_GE18,ES	: 	13872 	13941 	14470 	15171 	18273 b	17986 	17495 	17057 	16570 	16599 	16373 	16513 	17734 	17618 	17624 	18032 	17892 	17643 	18371 	20361 
A,MEI_E,PPS,ED3_4,F,Y_GE18,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18196 	18839 e	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18275 	18914 e	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18145 e	18801 e	19371 b	19348 	19828 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18196 	18839 e	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,FI	: 	13731 	14491 	15056 	15507 	17009 	17732 	17290 	18064 	18815 	19501 	18985 	19356 	19891 	20094 	20368 	20797 	20404 	19988 	20309 	21306 
A,MEI_E,PPS,ED3_4,F,Y_GE18,FR	: 	15858 	16533 	17191 	16749 	20653 	21010 	21087 	21010 b	21600 	22095 	21837 	22544 	23534 	22837 	21841 	22667 	20574 b	20905 	21750 b	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,HR	: 	: 	: 	: 	: 	: 	: 	9014 	8491 	8394 	8689 	8774 	9309 	9953 	10337 	10809 	11759 	11658 	11932 	12779 	13691 b
A,MEI_E,PPS,ED3_4,F,Y_GE18,HU	: 	: 	6614 	7453 	7244 	7199 	7434 	7327 	7908 	8304 	8042 	8382 	8665 	8910 	9064 	9733 	10078 	10082 	10426 	10681 	11259 
A,MEI_E,PPS,ED3_4,F,Y_GE18,IE	16164 	16782 	17525 	18644 	20645 	20357 	20044 	19344 	18210 	17944 	18035 	17256 	18263 	18867 	18892 	21469 	21439 	20434 b	21370 	21150 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,IS	: 	17356 	18195 	19659 	22634 	24305 	24130 	19791 	18916 	19700 	21201 	21629 	23968 	25711 	24303 	25345 	25433 	: 	: 	: 	: 
A,MEI_E,PPS,ED3_4,F,Y_GE18,IT	: 	17079 	17332 	17387 	18177 	18789 	19313 	18875 	19241 	19019 	18442 	18104 	18137 	19356 	19508 	19959 	20294 	20669 	20259 	21216 	: 
